scaffold,position,start,end,midpoint,sites,sitesOverMinExD,ABBA,BABA,D,fG,fhom,fd
HE669407,37500,35001,40001,37501,4953,4811,NA,NA,NA,NA,NA,NA
HE669407,42500,40001,45001,42501,4951,4879,NA,NA,NA,NA,NA,NA
HE669407,47500,45001,50001,47501,4896,4824,NA,NA,NA,NA,NA,NA
HE669407,52500,50001,55001,52501,4937,4754,NA,NA,NA,NA,NA,NA
HE669407,57500,55001,60001,57501,4949,4857,NA,NA,NA,NA,NA,NA
HE669407,62500,60001,65001,62501,4984,4907,NA,NA,NA,NA,NA,NA
HE669407,67500,65001,70001,67501,4979,4917,NA,NA,NA,NA,NA,NA
HE669407,72500,70001,75001,72501,4903,4598,NA,NA,NA,NA,NA,NA
HE669407,77500,75001,80001,77501,4958,4868,NA,NA,NA,NA,NA,NA
HE669407,82500,80001,85001,82501,4101,3706,NA,NA,NA,NA,NA,NA
HE669407,87500,85001,90001,87501,4954,4828,NA,NA,NA,NA,NA,NA
HE669407,92500,90001,95001,92501,4986,4898,NA,NA,NA,NA,NA,NA
HE669407,97500,95001,100001,97501,4612,2747,NA,NA,NA,NA,NA,NA
HE669407,102500,100001,105001,102501,4982,4824,NA,NA,NA,NA,NA,NA
HE669407,107500,105001,110001,107501,4983,4839,NA,NA,NA,NA,NA,NA
HE669407,112500,110001,115001,112473,3655,3502,NA,NA,NA,NA,NA,NA
HE669407,117500,115001,120001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669405,2500,1,5001,1063,1299,64,NA,NA,NA,NA,NA,NA
HE669405,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669403,2500,1,5001,1981,2981,2151,NA,NA,NA,NA,NA,NA
HE669403,7500,5001,10001,7549,4208,3532,NA,NA,NA,NA,NA,NA
HE669403,12500,10001,15001,12501,4968,4734,NA,NA,NA,NA,NA,NA
HE669403,17500,15001,20001,17501,4320,3760,NA,NA,NA,NA,NA,NA
HE669403,22500,20001,25001,22460,4832,4496,NA,NA,NA,NA,NA,NA
HE669403,27500,25001,30001,27681,4455,4033,NA,NA,NA,NA,NA,NA
HE669403,32500,30001,35001,32501,4836,4382,NA,NA,NA,NA,NA,NA
HE669403,37500,35001,40001,37501,4536,3065,NA,NA,NA,NA,NA,NA
HE669403,42500,40001,45001,42501,4330,3396,NA,NA,NA,NA,NA,NA
HE669403,47500,45001,50001,47501,3553,2887,NA,NA,NA,NA,NA,NA
HE669403,52500,50001,55001,50001,1,NA,NA,NA,NA,NA,NA,NA
HE669401,2500,1,5001,2501,4873,4808,NA,NA,NA,NA,NA,NA
HE669401,7500,5001,10001,5410,768,NA,NA,NA,NA,NA,NA,NA
HE669399,2500,1,5001,1514,2519,2347,NA,NA,NA,NA,NA,NA
HE669399,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669397,2500,1,5001,833,1298,1116,NA,NA,NA,NA,NA,NA
HE669397,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669395,2500,1,5001,1260,1073,875,NA,NA,NA,NA,NA,NA
HE669395,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669393,2500,1,5001,2501,4903,4477,NA,NA,NA,NA,NA,NA
HE669393,7500,5001,10001,7501,4828,4283,NA,NA,NA,NA,NA,NA
HE669393,12500,10001,15001,12173,3107,2274,NA,NA,NA,NA,NA,NA
HE669393,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669391,2500,1,5001,2511,4669,4423,NA,NA,NA,NA,NA,NA
HE669391,7500,5001,10001,7445,4740,4660,NA,NA,NA,NA,NA,NA
HE669391,12500,10001,15001,11437,2749,2521,NA,NA,NA,NA,NA,NA
HE669391,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669389,2500,1,5001,1063,1104,158,NA,NA,NA,NA,NA,NA
HE669389,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669387,2500,1,5001,2713,3588,3432,NA,NA,NA,NA,NA,NA
HE669387,7500,5001,10001,7501,4959,4795,NA,NA,NA,NA,NA,NA
HE669387,12500,10001,15001,12501,4951,4747,NA,NA,NA,NA,NA,NA
HE669387,17500,15001,20001,17501,4990,4870,NA,NA,NA,NA,NA,NA
HE669387,22500,20001,25001,22501,4816,4604,NA,NA,NA,NA,NA,NA
HE669387,27500,25001,30001,27501,4911,4407,NA,NA,NA,NA,NA,NA
HE669387,32500,30001,35001,31594,3085,2910,NA,NA,NA,NA,NA,NA
HE669387,37500,35001,40001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669385,2500,1,5001,2501,4966,4900,NA,NA,NA,NA,NA,NA
HE669385,7500,5001,10001,6880,2797,2552,NA,NA,NA,NA,NA,NA
HE669385,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669383,2500,1,5001,2703,4266,3583,NA,NA,NA,NA,NA,NA
HE669383,7500,5001,10001,7123,4139,4022,NA,NA,NA,NA,NA,NA
HE669383,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669381,2500,1,5001,2501,4893,4691,NA,NA,NA,NA,NA,NA
HE669381,7500,5001,10001,7501,4918,4710,NA,NA,NA,NA,NA,NA
HE669381,12500,10001,15001,10185,368,NA,NA,NA,NA,NA,NA,NA
HE669379,2500,1,5001,2597,4055,2612,NA,NA,NA,NA,NA,NA
HE669379,7500,5001,10001,5332,451,NA,NA,NA,NA,NA,NA,NA
HE669377,2500,1,5001,1275,1410,1078,NA,NA,NA,NA,NA,NA
HE669377,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669375,2500,1,5001,705,1403,1395,NA,NA,NA,NA,NA,NA
HE669375,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669373,2500,1,5001,2600,4126,3666,NA,NA,NA,NA,NA,NA
HE669373,7500,5001,10001,7501,4056,3281,NA,NA,NA,NA,NA,NA
HE669373,12500,10001,15001,12501,4379,3954,NA,NA,NA,NA,NA,NA
HE669373,17500,15001,20001,17501,4875,4494,NA,NA,NA,NA,NA,NA
HE669373,22500,20001,25001,20373,729,NA,NA,NA,NA,NA,NA,NA
HE669371,2500,1,5001,2605,4349,3732,NA,NA,NA,NA,NA,NA
HE669371,7500,5001,10001,7175,3627,3051,NA,NA,NA,NA,NA,NA
HE669371,12500,10001,15001,12917,4058,3662,NA,NA,NA,NA,NA,NA
HE669371,17500,15001,20001,17501,4902,4414,NA,NA,NA,NA,NA,NA
HE669371,22500,20001,25001,22501,4942,4636,NA,NA,NA,NA,NA,NA
HE669371,27500,25001,30001,27501,4963,4790,NA,NA,NA,NA,NA,NA
HE669371,32500,30001,35001,32495,4147,3667,NA,NA,NA,NA,NA,NA
HE669371,37500,35001,40001,37538,4824,4350,NA,NA,NA,NA,NA,NA
HE669371,42500,40001,45001,42501,3306,2899,NA,NA,NA,NA,NA,NA
HE669371,47500,45001,50001,47501,4893,4710,NA,NA,NA,NA,NA,NA
HE669371,52500,50001,55001,52501,4906,4847,NA,NA,NA,NA,NA,NA
HE669371,57500,55001,60001,57501,4864,4516,NA,NA,NA,NA,NA,NA
HE669371,62500,60001,65001,62501,4863,4494,NA,NA,NA,NA,NA,NA
HE669371,67500,65001,70001,67501,4773,4014,NA,NA,NA,NA,NA,NA
HE669371,72500,70001,75001,72501,4667,4236,NA,NA,NA,NA,NA,NA
HE669371,77500,75001,80001,77501,4688,4149,NA,NA,NA,NA,NA,NA
HE669371,82500,80001,85001,82501,4894,4430,NA,NA,NA,NA,NA,NA
HE669371,87500,85001,90001,87501,4858,4419,NA,NA,NA,NA,NA,NA
HE669371,92500,90001,95001,92501,4620,4349,NA,NA,NA,NA,NA,NA
HE669371,97500,95001,100001,97501,4944,4701,NA,NA,NA,NA,NA,NA
HE669371,102500,100001,105001,101408,2723,2282,NA,NA,NA,NA,NA,NA
HE669371,107500,105001,110001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669365,2500,1,5001,1280,1940,1717,NA,NA,NA,NA,NA,NA
HE669365,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669363,2500,1,5001,2280,3615,3150,NA,NA,NA,NA,NA,NA
HE669363,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669361,2500,1,5001,2489,4703,3844,NA,NA,NA,NA,NA,NA
HE669361,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669359,2500,1,5001,2509,4928,4872,NA,NA,NA,NA,NA,NA
HE669359,7500,5001,10001,7501,4981,4934,NA,NA,NA,NA,NA,NA
HE669359,12500,10001,15001,12501,4516,4214,NA,NA,NA,NA,NA,NA
HE669359,17500,15001,20001,16719,3405,3366,NA,NA,NA,NA,NA,NA
HE669359,22500,20001,25001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669357,2500,1,5001,2629,4609,4377,NA,NA,NA,NA,NA,NA
HE669357,7500,5001,10001,7501,4995,4954,NA,NA,NA,NA,NA,NA
HE669357,12500,10001,15001,12494,3834,3258,NA,NA,NA,NA,NA,NA
HE669357,17500,15001,20001,17501,4915,4652,NA,NA,NA,NA,NA,NA
HE669357,22500,20001,25001,22501,3991,3632,NA,NA,NA,NA,NA,NA
HE669357,27500,25001,30001,27501,4926,4834,NA,NA,NA,NA,NA,NA
HE669357,32500,30001,35001,32501,4931,4546,NA,NA,NA,NA,NA,NA
HE669357,37500,35001,40001,37501,4868,4701,NA,NA,NA,NA,NA,NA
HE669357,42500,40001,45001,42501,4890,4694,NA,NA,NA,NA,NA,NA
HE669357,47500,45001,50001,47501,4976,4798,NA,NA,NA,NA,NA,NA
HE669357,52500,50001,55001,52501,4979,4827,NA,NA,NA,NA,NA,NA
HE669357,57500,55001,60001,57501,4932,4648,NA,NA,NA,NA,NA,NA
HE669357,62500,60001,65001,62501,4908,4767,NA,NA,NA,NA,NA,NA
HE669357,67500,65001,70001,67501,4873,4303,NA,NA,NA,NA,NA,NA
HE669357,72500,70001,75001,72501,4917,4686,NA,NA,NA,NA,NA,NA
HE669357,77500,75001,80001,77501,4883,4571,NA,NA,NA,NA,NA,NA
HE669357,82500,80001,85001,82501,4959,4446,NA,NA,NA,NA,NA,NA
HE669357,87500,85001,90001,87501,4900,4666,NA,NA,NA,NA,NA,NA
HE669357,92500,90001,95001,92501,4983,4681,NA,NA,NA,NA,NA,NA
HE669357,97500,95001,100001,97501,4954,4792,NA,NA,NA,NA,NA,NA
HE669357,102500,100001,105001,102501,3301,3156,NA,NA,NA,NA,NA,NA
HE669357,107500,105001,110001,107501,4986,4806,NA,NA,NA,NA,NA,NA
HE669357,112500,110001,115001,112501,3768,3388,NA,NA,NA,NA,NA,NA
HE669357,117500,115001,120001,117501,4975,4898,NA,NA,NA,NA,NA,NA
HE669357,122500,120001,125001,122501,4975,4877,NA,NA,NA,NA,NA,NA
HE669357,127500,125001,130001,127501,4948,4775,NA,NA,NA,NA,NA,NA
HE669357,132500,130001,135001,132501,4872,4751,NA,NA,NA,NA,NA,NA
HE669357,137500,135001,140001,137159,4169,3852,NA,NA,NA,NA,NA,NA
HE669357,142500,140001,145001,142591,3999,2846,NA,NA,NA,NA,NA,NA
HE669357,147500,145001,150001,147501,4942,4893,NA,NA,NA,NA,NA,NA
HE669357,152500,150001,155001,152501,4988,4831,NA,NA,NA,NA,NA,NA
HE669357,157500,155001,160001,157501,4926,4886,NA,NA,NA,NA,NA,NA
HE669357,162500,160001,165001,162501,4957,4660,NA,NA,NA,NA,NA,NA
HE669357,167500,165001,170001,167501,4932,4523,NA,NA,NA,NA,NA,NA
HE669357,172500,170001,175001,172501,4964,4870,NA,NA,NA,NA,NA,NA
HE669357,177500,175001,180001,177501,4913,4763,NA,NA,NA,NA,NA,NA
HE669357,182500,180001,185001,182501,4016,3810,NA,NA,NA,NA,NA,NA
HE669357,187500,185001,190001,187501,5000,5000,NA,NA,NA,NA,NA,NA
HE669357,192500,190001,195001,192501,4979,4970,NA,NA,NA,NA,NA,NA
HE669357,197500,195001,200001,197501,5000,4999,NA,NA,NA,NA,NA,NA
HE669357,202500,200001,205001,202501,5000,4995,NA,NA,NA,NA,NA,NA
HE669357,207500,205001,210001,207501,5000,5000,NA,NA,NA,NA,NA,NA
HE669357,212500,210001,215001,212501,4982,4805,NA,NA,NA,NA,NA,NA
HE669357,217500,215001,220001,217501,4953,4749,NA,NA,NA,NA,NA,NA
HE669357,222500,220001,225001,220726,1447,1425,NA,NA,NA,NA,NA,NA
HE669357,227500,225001,230001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669355,2500,1,5001,1432,1125,407,NA,NA,NA,NA,NA,NA
HE669355,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669353,2500,1,5001,1548,2176,2110,NA,NA,NA,NA,NA,NA
HE669353,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669351,2500,1,5001,2554,2772,1555,NA,NA,NA,NA,NA,NA
HE669351,7500,5001,10001,5599,1179,947,NA,NA,NA,NA,NA,NA
HE669351,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669349,2500,1,5001,2324,4016,2983,NA,NA,NA,NA,NA,NA
HE669349,7500,5001,10001,7557,4718,3644,NA,NA,NA,NA,NA,NA
HE669349,12500,10001,15001,11157,2275,2094,NA,NA,NA,NA,NA,NA
HE669349,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669347,2500,1,5001,2767,4035,3168,NA,NA,NA,NA,NA,NA
HE669347,7500,5001,10001,7435,4524,3796,NA,NA,NA,NA,NA,NA
HE669347,12500,10001,15001,10394,384,NA,NA,NA,NA,NA,NA,NA
HE669345,2500,1,5001,2658,4434,3930,NA,NA,NA,NA,NA,NA
HE669345,7500,5001,10001,7501,4840,4424,NA,NA,NA,NA,NA,NA
HE669345,12500,10001,15001,11106,1874,1427,NA,NA,NA,NA,NA,NA
HE669345,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669343,2500,1,5001,2539,4307,2840,NA,NA,NA,NA,NA,NA
HE669343,7500,5001,10001,6230,2348,2174,NA,NA,NA,NA,NA,NA
HE669343,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669341,2500,1,5001,1696,2716,2383,NA,NA,NA,NA,NA,NA
HE669341,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669339,2500,1,5001,2502,3137,2301,NA,NA,NA,NA,NA,NA
HE669339,7500,5001,10001,7501,4478,3978,NA,NA,NA,NA,NA,NA
HE669339,12500,10001,15001,12501,3240,2528,NA,NA,NA,NA,NA,NA
HE669339,17500,15001,20001,17476,4618,4307,NA,NA,NA,NA,NA,NA
HE669339,22500,20001,25001,22517,4881,4750,NA,NA,NA,NA,NA,NA
HE669339,27500,25001,30001,27495,4620,3995,NA,NA,NA,NA,NA,NA
HE669339,32500,30001,35001,32449,4173,3811,NA,NA,NA,NA,NA,NA
HE669339,37500,35001,40001,37566,2859,2120,NA,NA,NA,NA,NA,NA
HE669339,42500,40001,45001,42501,4954,4832,NA,NA,NA,NA,NA,NA
HE669339,47500,45001,50001,47501,4708,4055,NA,NA,NA,NA,NA,NA
HE669339,52500,50001,55001,52501,3740,2545,NA,NA,NA,NA,NA,NA
HE669339,57500,55001,60001,55403,774,NA,NA,NA,NA,NA,NA,NA
HE669337,2500,1,5001,2643,4385,3368,NA,NA,NA,NA,NA,NA
HE669337,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669335,2500,1,5001,2529,4770,3665,NA,NA,NA,NA,NA,NA
HE669335,7500,5001,10001,6417,1856,1359,NA,NA,NA,NA,NA,NA
HE669335,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669333,2500,1,5001,1569,2143,1159,NA,NA,NA,NA,NA,NA
HE669333,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669331,2500,1,5001,2528,4525,4287,NA,NA,NA,NA,NA,NA
HE669331,7500,5001,10001,7501,4990,4957,NA,NA,NA,NA,NA,NA
HE669331,12500,10001,15001,12501,5000,4975,NA,NA,NA,NA,NA,NA
HE669331,17500,15001,20001,17092,4139,3877,NA,NA,NA,NA,NA,NA
HE669331,22500,20001,25001,22631,4387,3923,NA,NA,NA,NA,NA,NA
HE669331,27500,25001,30001,27501,4818,4614,NA,NA,NA,NA,NA,NA
HE669331,32500,30001,35001,32501,4987,4973,NA,NA,NA,NA,NA,NA
HE669331,37500,35001,40001,37501,4996,4993,NA,NA,NA,NA,NA,NA
HE669331,42500,40001,45001,41111,2114,2035,NA,NA,NA,NA,NA,NA
HE669331,47500,45001,50001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669329,2500,1,5001,2778,4051,3680,NA,NA,NA,NA,NA,NA
HE669329,7500,5001,10001,7501,4949,4767,NA,NA,NA,NA,NA,NA
HE669329,12500,10001,15001,12468,2563,1795,NA,NA,NA,NA,NA,NA
HE669329,17500,15001,20001,17510,4359,3025,NA,NA,NA,NA,NA,NA
HE669329,22500,20001,25001,22501,4967,4765,NA,NA,NA,NA,NA,NA
HE669329,27500,25001,30001,26967,3810,3635,NA,NA,NA,NA,NA,NA
HE669329,32500,30001,35001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669327,2500,1,5001,2524,4660,4279,NA,NA,NA,NA,NA,NA
HE669327,7500,5001,10001,7501,4950,4838,NA,NA,NA,NA,NA,NA
HE669327,12500,10001,15001,12501,4895,4823,NA,NA,NA,NA,NA,NA
HE669327,17500,15001,20001,17501,4933,4849,NA,NA,NA,NA,NA,NA
HE669327,22500,20001,25001,22501,4628,4178,NA,NA,NA,NA,NA,NA
HE669327,27500,25001,30001,27501,4680,4266,NA,NA,NA,NA,NA,NA
HE669327,32500,30001,35001,32501,4982,4887,NA,NA,NA,NA,NA,NA
HE669327,37500,35001,40001,37501,4992,4977,NA,NA,NA,NA,NA,NA
HE669327,42500,40001,45001,42501,4982,4848,NA,NA,NA,NA,NA,NA
HE669327,47500,45001,50001,47501,4900,4136,NA,NA,NA,NA,NA,NA
HE669327,52500,50001,55001,52501,4905,4639,NA,NA,NA,NA,NA,NA
HE669327,57500,55001,60001,57501,4986,4893,NA,NA,NA,NA,NA,NA
HE669327,62500,60001,65001,62501,4982,4875,NA,NA,NA,NA,NA,NA
HE669327,67500,65001,70001,67501,4917,4780,NA,NA,NA,NA,NA,NA
HE669327,72500,70001,75001,72501,4933,4820,NA,NA,NA,NA,NA,NA
HE669327,77500,75001,80001,77501,4945,4665,NA,NA,NA,NA,NA,NA
HE669327,82500,80001,85001,82501,4963,4844,NA,NA,NA,NA,NA,NA
HE669327,87500,85001,90001,87501,4824,4439,NA,NA,NA,NA,NA,NA
HE669327,92500,90001,95001,92501,4847,4467,NA,NA,NA,NA,NA,NA
HE669327,97500,95001,100001,97501,4994,4843,NA,NA,NA,NA,NA,NA
HE669327,102500,100001,105001,102501,4929,4738,NA,NA,NA,NA,NA,NA
HE669327,107500,105001,110001,107501,4939,4659,NA,NA,NA,NA,NA,NA
HE669327,112500,110001,115001,112501,4949,4795,NA,NA,NA,NA,NA,NA
HE669327,117500,115001,120001,117501,4738,4487,NA,NA,NA,NA,NA,NA
HE669327,122500,120001,125001,122501,4052,3757,NA,NA,NA,NA,NA,NA
HE669327,127500,125001,130001,127501,4955,4798,NA,NA,NA,NA,NA,NA
HE669327,132500,130001,135001,132501,4956,4825,NA,NA,NA,NA,NA,NA
HE669327,137500,135001,140001,137501,4761,3997,NA,NA,NA,NA,NA,NA
HE669327,142500,140001,145001,142337,4446,4166,NA,NA,NA,NA,NA,NA
HE669327,147500,145001,150001,145984,356,NA,NA,NA,NA,NA,NA,NA
HE669325,2500,1,5001,2502,4045,3806,NA,NA,NA,NA,NA,NA
HE669325,7500,5001,10001,7501,4935,4722,NA,NA,NA,NA,NA,NA
HE669325,12500,10001,15001,12501,4637,4367,NA,NA,NA,NA,NA,NA
HE669325,17500,15001,20001,17501,4822,4426,NA,NA,NA,NA,NA,NA
HE669325,22500,20001,25001,22499,3798,2465,NA,NA,NA,NA,NA,NA
HE669325,27500,25001,30001,27508,4911,4703,NA,NA,NA,NA,NA,NA
HE669325,32500,30001,35001,32501,4873,4778,NA,NA,NA,NA,NA,NA
HE669325,37500,35001,40001,37481,4923,4836,NA,NA,NA,NA,NA,NA
HE669325,42500,40001,45001,42507,4933,4819,NA,NA,NA,NA,NA,NA
HE669325,47500,45001,50001,47501,4966,4617,NA,NA,NA,NA,NA,NA
HE669325,52500,50001,55001,52501,4969,4916,NA,NA,NA,NA,NA,NA
HE669325,57500,55001,60001,57501,5000,4969,NA,NA,NA,NA,NA,NA
HE669325,62500,60001,65001,62501,4974,4957,NA,NA,NA,NA,NA,NA
HE669325,67500,65001,70001,67501,4925,4866,NA,NA,NA,NA,NA,NA
HE669325,72500,70001,75001,72501,4989,4963,NA,NA,NA,NA,NA,NA
HE669325,77500,75001,80001,77501,4992,4977,NA,NA,NA,NA,NA,NA
HE669325,82500,80001,85001,82501,4979,4882,NA,NA,NA,NA,NA,NA
HE669325,87500,85001,90001,87501,4937,4899,NA,NA,NA,NA,NA,NA
HE669325,92500,90001,95001,92501,4713,4386,NA,NA,NA,NA,NA,NA
HE669325,97500,95001,100001,97501,4959,4896,NA,NA,NA,NA,NA,NA
HE669325,102500,100001,105001,102501,4931,4863,NA,NA,NA,NA,NA,NA
HE669325,107500,105001,110001,107501,3551,3250,NA,NA,NA,NA,NA,NA
HE669325,112500,110001,115001,112501,4995,4606,NA,NA,NA,NA,NA,NA
HE669325,117500,115001,120001,117501,4959,4874,NA,NA,NA,NA,NA,NA
HE669325,122500,120001,125001,122501,4611,3788,NA,NA,NA,NA,NA,NA
HE669325,127500,125001,130001,127501,4865,4577,NA,NA,NA,NA,NA,NA
HE669325,132500,130001,135001,132501,4867,4578,NA,NA,NA,NA,NA,NA
HE669325,137500,135001,140001,137501,4988,4804,NA,NA,NA,NA,NA,NA
HE669325,142500,140001,145001,142501,4927,4613,NA,NA,NA,NA,NA,NA
HE669325,147500,145001,150001,147501,4235,3670,NA,NA,NA,NA,NA,NA
HE669325,152500,150001,155001,152501,4981,4957,NA,NA,NA,NA,NA,NA
HE669325,157500,155001,160001,157501,4978,4789,NA,NA,NA,NA,NA,NA
HE669325,162500,160001,165001,162501,4980,4874,NA,NA,NA,NA,NA,NA
HE669325,167500,165001,170001,167501,4915,4718,NA,NA,NA,NA,NA,NA
HE669325,172500,170001,175001,172501,4951,4806,NA,NA,NA,NA,NA,NA
HE669325,177500,175001,180001,177501,4962,4633,NA,NA,NA,NA,NA,NA
HE669325,182500,180001,185001,182501,4767,4274,NA,NA,NA,NA,NA,NA
HE669325,187500,185001,190001,187501,4932,4652,NA,NA,NA,NA,NA,NA
HE669325,192500,190001,195001,192501,4987,4856,NA,NA,NA,NA,NA,NA
HE669325,197500,195001,200001,197501,4946,4761,NA,NA,NA,NA,NA,NA
HE669325,202500,200001,205001,202499,4687,3886,NA,NA,NA,NA,NA,NA
HE669325,207500,205001,210001,207520,3176,2549,NA,NA,NA,NA,NA,NA
HE669325,212500,210001,215001,212501,4929,4882,NA,NA,NA,NA,NA,NA
HE669325,217500,215001,220001,217501,4906,4789,NA,NA,NA,NA,NA,NA
HE669325,222500,220001,225001,222501,4970,4873,NA,NA,NA,NA,NA,NA
HE669325,227500,225001,230001,227501,4978,4866,NA,NA,NA,NA,NA,NA
HE669325,232500,230001,235001,232501,4973,4816,NA,NA,NA,NA,NA,NA
HE669325,237500,235001,240001,237501,4975,4729,NA,NA,NA,NA,NA,NA
HE669325,242500,240001,245001,242227,4311,4118,NA,NA,NA,NA,NA,NA
HE669325,247500,245001,250001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669321,2500,1,5001,2670,4426,4146,NA,NA,NA,NA,NA,NA
HE669321,7500,5001,10001,7501,4534,4321,NA,NA,NA,NA,NA,NA
HE669321,12500,10001,15001,12152,4185,3858,NA,NA,NA,NA,NA,NA
HE669321,17500,15001,20001,18017,2840,2627,NA,NA,NA,NA,NA,NA
HE669321,22500,20001,25001,22501,4968,4896,NA,NA,NA,NA,NA,NA
HE669321,27500,25001,30001,27501,4901,4677,NA,NA,NA,NA,NA,NA
HE669321,32500,30001,35001,32501,4969,4863,NA,NA,NA,NA,NA,NA
HE669321,37500,35001,40001,37501,4959,4855,NA,NA,NA,NA,NA,NA
HE669321,42500,40001,45001,42501,4884,4286,NA,NA,NA,NA,NA,NA
HE669321,47500,45001,50001,47501,4903,4601,NA,NA,NA,NA,NA,NA
HE669321,52500,50001,55001,52501,4867,4534,NA,NA,NA,NA,NA,NA
HE669321,57500,55001,60001,57501,4910,4597,NA,NA,NA,NA,NA,NA
HE669321,62500,60001,65001,62501,4850,4454,NA,NA,NA,NA,NA,NA
HE669321,67500,65001,70001,67501,4905,4724,NA,NA,NA,NA,NA,NA
HE669321,72500,70001,75001,72395,4358,4015,NA,NA,NA,NA,NA,NA
HE669321,77500,75001,80001,77584,4622,3620,NA,NA,NA,NA,NA,NA
HE669321,82500,80001,85001,82501,4941,4701,NA,NA,NA,NA,NA,NA
HE669321,87500,85001,90001,87501,4264,2373,NA,NA,NA,NA,NA,NA
HE669321,92500,90001,95001,92501,4980,4909,NA,NA,NA,NA,NA,NA
HE669321,97500,95001,100001,97501,4922,4440,NA,NA,NA,NA,NA,NA
HE669321,102500,100001,105001,102501,4950,4808,NA,NA,NA,NA,NA,NA
HE669321,107500,105001,110001,107501,4992,4971,NA,NA,NA,NA,NA,NA
HE669321,112500,110001,115001,112501,4852,4654,NA,NA,NA,NA,NA,NA
HE669321,117500,115001,120001,117501,4966,4649,NA,NA,NA,NA,NA,NA
HE669321,122500,120001,125001,122501,4999,4994,NA,NA,NA,NA,NA,NA
HE669321,127500,125001,130001,127416,3882,3588,NA,NA,NA,NA,NA,NA
HE669321,132500,130001,135001,132223,3060,1468,NA,NA,NA,NA,NA,NA
HE669321,137500,135001,140001,137504,4292,3255,NA,NA,NA,NA,NA,NA
HE669321,142500,140001,145001,142501,4953,4883,NA,NA,NA,NA,NA,NA
HE669321,147500,145001,150001,147501,4808,4575,NA,NA,NA,NA,NA,NA
HE669321,152500,150001,155001,152501,4916,4701,NA,NA,NA,NA,NA,NA
HE669321,157500,155001,160001,157501,4928,4792,NA,NA,NA,NA,NA,NA
HE669321,162500,160001,165001,162501,4924,4809,NA,NA,NA,NA,NA,NA
HE669321,167500,165001,170001,167501,4705,4302,NA,NA,NA,NA,NA,NA
HE669321,172500,170001,175001,172501,4482,3805,NA,NA,NA,NA,NA,NA
HE669321,177500,175001,180001,177501,4232,3121,NA,NA,NA,NA,NA,NA
HE669321,182500,180001,185001,182501,4991,4930,NA,NA,NA,NA,NA,NA
HE669321,187500,185001,190001,187501,4935,4873,NA,NA,NA,NA,NA,NA
HE669321,192500,190001,195001,192501,4998,4987,NA,NA,NA,NA,NA,NA
HE669321,197500,195001,200001,197501,4968,4880,NA,NA,NA,NA,NA,NA
HE669321,202500,200001,205001,200976,1764,1252,NA,NA,NA,NA,NA,NA
HE669321,207500,205001,210001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669319,2500,1,5001,1019,1997,1968,NA,NA,NA,NA,NA,NA
HE669319,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669317,2500,1,5001,552,1088,1043,NA,NA,NA,NA,NA,NA
HE669317,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669311,2500,1,5001,1700,2004,829,NA,NA,NA,NA,NA,NA
HE669311,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
